2,烟火检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/e0b3f895d76545f2ad96ba5eed8a29a6_1752652501056.jpeg,识别实验室内是否存在明火或烟雾等火灾前兆，防范火灾事故。,2025-07-12 01:50:37
3,杂物堆积检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/b43a9991a55640388359ec456dba5ae6_1752652623696.jpeg,监测走道、桌面等区域是否堆放杂物，预防绊倒、阻塞等隐患。,2025-07-12 01:50:37
4,卫生脏乱检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/dd8d472c684c4bae8e7905e3c30f5644_1752652771055.jpg,检测地面或工作台是否存在明显污渍、垃圾，保障良好实验环境。,2025-07-12 01:50:37
5,未关灯检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/ca0478b5e4494dc58b9584cb2efde45a_1752652832582.jpg,识别实验室在非工作时段灯光未关闭，提醒节能与安全。,2025-07-12 01:50:37
6,未关门检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/14a2dbc3bcc842dcbe8b521e88458f32_1752652883345.jpeg,判断实验室门是否开启状态，避免外来干扰或危险因素进入。,2025-07-12 01:50:37
7,消防通道占用检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/91d71cfce2e44f76952e23dc540efb63_1752652933946.jpeg,监测安全出口或消防通道是否被物品占用，保障紧急疏散通畅。,2025-07-12 01:50:37
8,未穿实验服检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/47754897932c4a48aad13a5ac201de5e_1752652984655.jpg,识别人员是否未按规定穿着实验服，防止化学品伤害。,2025-07-12 01:50:37
9,未戴口罩检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/c991ed415c204ba1aac08f9594bc236f_1752653007645.jpg,检测人员是否未佩戴口罩，避免有害气体或病原体吸入。,2025-07-12 01:50:37
10,未戴手套检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/f3ecf5e5258949f29651020cd6354186_1752653044047.jpg,识别操作人员是否未戴防护手套，预防化学灼伤或污染。,2025-07-12 01:50:37
11,未带护目镜检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/4de638446e244597a278cd7765176d61_1752653066182.jpeg,检测是否未佩戴护目镜，避免飞溅物对眼睛造成伤害。,2025-07-12 01:50:37
12,长发披散检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/d68598ea40f54e59b0f05f0b1b3a1002_1752653125067.jpeg,识别是否存在披散长发人员，防止卷入设备或污染实验样本。,2025-07-12 01:50:37
13,穿拖鞋检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/06e9b4d2b0a64a3ea4bc451a84886e93_1752653153832.jpeg,检测是否穿着不合规范的拖鞋，防止滑倒或化学品伤害。,2025-07-12 01:50:37
14,未正确闻嗅检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/807ace01cb734a0998f09badcff0316a_1752653180656.jpeg,识别是否存在直接用鼻子闻试剂的不规范操作。,2025-07-12 01:50:37
15,违规饮食检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/169db159c00647fd8e8d2d76ce082264_1752653204363.jpg,监测实验室内是否有人进食，防止交叉污染。,2025-07-12 01:50:37
16,违规饮水检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/6e10dfad0bed45829b3f0b41d5862309_1752653228661.jpeg,检测实验室区域内是否有饮水行为，保障操作规范性。,2025-07-12 01:50:37
17,试剂摆放混乱检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/a6fa7c256b7b46dfb3421e6095ad65db_1752653263432.jpeg,识别试剂瓶堆叠混乱、分类不清的情况，防止误用。,2025-07-12 01:50:37
18,试剂开口放置检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/660ae93ad0074a229213e1a12d06e109_1752653370818.jpeg,检测试剂瓶是否未密封存放，防止泄漏或反应。,2025-07-12 01:50:37
19,试剂倒放检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/92d065f5ca4d436a899c674849ee47ba_1752653384514.jpg,监测试剂瓶是否倒置放置，预防破损或泄漏。,2025-07-12 01:50:37
20,试剂放置边缘检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/92f667f388e84ca9af1b13efb81a1ba8_1752653409168.jpeg,识别试剂瓶是否靠近台面边缘，防止跌落。,2025-07-12 01:50:37
21,试剂标签混乱检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/119112608b5c4badb977bd3bd0804479_1752653433103.jpg,检测标签内容不清晰或张贴错误的情况，防止误操作。,2025-07-12 01:50:37
22,试剂无标签检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/e8aea6187fa948ec9ab71f0fa4484c1f_1752653469733.jpg,识别未标明内容的试剂瓶，避免使用不明化学品。,2025-07-12 01:50:37
23,实验台不整洁检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/c86d589ccc19475f9b932f5db4fe2455_1752653504207.jpg,判断实验台面是否杂乱无序，影响操作安全。,2025-07-12 01:50:37
24,通风橱未拉下检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/647c1fc0b4bb44a4b1991353ea0a7ad9_1752653527582.jpg,检测通风橱玻璃挡板是否未处于正确位置，降低有害气体外泄风险。,2025-07-12 01:50:37
25,钢瓶未固定检测,1,http://10.21.49.68:30923/ai-video-monitor-platform/algorithm-mall-picture/fe91e49e5078435da68b5c77f2b8e302_1752653550549.jpeg,识别气体钢瓶未按规定固定的情况，避免倾倒事故。,2025-07-12 01:50:37
